project,archive_ident,title,Acronyms,Acronyms_number
SBI,62.075,HLY-02-01 Satellite DMSP and HRPT Overpass Data [NCAR/EOL],DMSP || HRPT || SBI || USCGC || DDS-3 || ,5
SBI,62.079,"HLY-02-01 Satellite, DMSP OLS Visible Imagery [NCAR/EOL]",DMSP || SBI || USCGC || HLY-02-01 || ,4
SBI,62.080,"HLY-02-01 Satellite, DMSP OLS 1 KM Visible Imagery [NCAR/EOL]",DMSP || SBI || USCGC || HLY-02-01 || 1KM || ,5
SBI,62.081,"HLY-02-01 Satellite, DMSP OLS Infrared Imagery [NCAR/EOL]",DMSP || SBI || USCGC || HLY-02-01 || ,4
SBI,62.082,"HLY-02-01 Satellite, AVHRR 1KM Channel 1 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-01 || 1KM || ,6
SBI,62.083,"HLY-02-01 Satellite, AVHRR 1KM Channel 2 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-01 || 1KM || ,6
SBI,62.084,"HLY-02-01 Satellite, AVHRR 1KM Channel 5 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-01 || 1KM || ,6
SBI,62.085,"HLY-02-01 Satellite, AVHRR Channel 1 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-01 || ,5
SBI,62.086,"HLY-02-01 Satellite, AVHRR Channel 2 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-01 || ,5
SBI,62.087,"HLY-02-01 Satellite, AVHRR Channel 5 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-01 || ,5
SBI,62.088,HLY-02-01 Ship Track Regional View (Plot) [NCAR/EOL],USCGC || SBI || HLY-02-01 || ,3
SBI,62.089,HLY-02-01 Ship Track Close-up View (Plot) [NCAR/EOL],USCGC || SBI || HLY-02-01 || ,3
SBI,62.090,HLY-02-01 Ship Underway Data - Seabeam Centerbeam Depth (Plot) [NCAR/EOL],SBI || USCGC || HLY-02-01 || ,3
SBI,62.091,HLY-02-01 Ship Underway Data - Relative Humidity (Plot) [NCAR/EOL],SBI || USCGC || HLY-02-01 || ,3
SBI,62.092,HLY-02-01 Ship Underway Data - Atmospheric Pressure (Plot) [NCAR/EOL],SBI || USCGC || HLY-02-01 || ,3
SBI,62.093,HLY-02-01 Ship Underway Data - Temperature/Dew Point (Plot) [NCAR/EOL],SBI || USCGC || HLY-02-01 || ,3
SBI,62.094,HLY-02-01 Ship Underway Data - True Wind Speed and Direction (Plot) [NCAR/EOL],SBI || USCGC || HLY-02-01 || ,3
SBI,62.095,"HLY-02-03 Satellite, DMSP OLS 0.5KM Visible Imagery [NCAR/EOL]",DMSP || 5KM || SBI || USCGC || HLY-02-03 || ,5
SBI,62.096,"HLY-02-03 Satellite, DMSP OLS 1KM Visible Imagery [NCAR/EOL]",DMSP || 1KM || SBI || USCGC || HLY-02-03 || ,5
SBI,62.097,"HLY-02-03 Satellite, DMSP OLS Visible Imagery [NCAR/EOL]",DMSP || SBI || USCGC || HLY-02-03 || ,4
SBI,62.098,"HLY-02-03 Satellite, DMSP OLS Infrared Imagery [NCAR/EOL]",DMSP || SBI || USCGC || HLY-02-03 || ,4
SBI,62.099,"HLY-02-03 Satellite, AVHRR 1KM Channel 1 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-03 || 1KM || ,6
SBI,62.100,"HLY-02-03 Satellite, AVHRR 1KM Channel 2 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-03 || 1KM || ,6
SBI,62.101,"HLY-02-03 Satellite, AVHRR 1KM Channel 5 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-03 || 1KM || ,6
SBI,62.102,"HLY-02-03 Satellite, AVHRR Channel 1 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-03 || ,5
SBI,62.103,"HLY-02-03 Satellite, AVHRR Channel 2 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-03 || ,5
SBI,62.104,"HLY-02-03 Satellite, AVHRR Channel 5 Imagery [NCAR/EOL]",NOAA-12 || AVHRR || SBI || USCGC || HLY-02-03 || ,5
SBI,62.105,HLY-02-03 Ship Track Regional View (Plot) [NCAR/EOL],USCGC || SBI || HLY-02-03 || ,3
SBI,62.106,HLY-02-03 Ship Track Close-up View (Plot) [NCAR/EOL],USCGC || SBI || HLY-02-03 || ,3
SBI,62.109,HLY-02-03 Ship Underway Data - Seabeam Centerbeam Depth (Plot) [NCAR/EOL],SBI || USCGC || HLY-02-03 || ,3
SBI,62.110,HLY-02-03 Ship Underway Data - Relative Humidity (Plot) [NCAR/EOL],SBI || USCGC || HLY-02-03 || ,3
SBI,62.111,HLY-02-03 Ship Underway Data - Atmospheric Pressure (Plot) [NCAR/EOL],SBI || USCGC || HLY-02-03 || ,3
SBI,62.112,HLY-02-03 Ship Underway Data - Temperature/Dew Point (Plot) [NCAR/EOL],SBI || USCGC || HLY-02-03 || ,3
SBI,62.113,HLY-02-03 Ship Underway Data - True Wind Speed and Direction (Plot) [NCAR/EOL],SBI || USCGC || HLY-02-03 || ,3
SBI,62.192,"HLY-02-01 Bacterial Abundance and Production (Excel) [Kirchman, D.]",CTD || HLY-02-01 || SBI || USCGC || ASCII || ,5
SBI,62.1920,"HLY-02-01 Bacterial Abundance and Production (ASCII) [Kirchman, D.]",CTD || HLY-02-01 || SBI || USCGC || ASCII || ,5
SBI,62.193,"HLY-02-03 Bacterial Abundance and Production (Excel) [Kirchman, D.]",CTD || HLY-02-03 || SBI || USCGC || ASCII || ,5
SBI,62.1930,"HLY-02-03 Bacterial Abundance and Production (ASCII) [Kirchman, D.]",CTD || HLY-02-03 || SBI || USCGC || ,4
SBI,62.194,"HLY-04-02 Bacterial Abundance and Production (Excel) [Kirchman, D.]",CTD || HLY-04-02 || SBI || USCGC || ASCII || ,5
SBI,62.1940,"HLY-04-02 Bacterial Abundance and Production (ASCII) [Kirchman, D.]",CTD || HLY-04-02 || SBI || USCGC || ,4
SBI,62.195,"HLY-04-03 Bacterial Abundance and Production (Excel) [Kirchman, D.]",CTD || HLY-04-03 || SBI || USCGC || ASCII || ,5
SBI,62.1950,"HLY-04-03 Bacterial Abundance and Production (ASCII) [Kirchman, D.]",CTD || HLY-04-03 || SBI || USCGC || ,4
SBI,62.199,"HLY-02-01 Primary Production (Excel) [Hill, V.]",SIS || 14C-NaHCO3 || GF/F || HCL || ASCII || USCGC || HLY-02-01 || ,7
SBI,62.201,"HLY-02-03 Primary Production (Excel) [Hill, V.]",SIS || 14C-NaHCO3 || GF/F || HCL || ASCII || USCGC || HLY-02-03 || ,7
SBI,62.206,"HLY-02-01 Bio-Optics Station Information [Hill, V.]",SBI || USCGC || HLY-02-01 || CTD || SPMR/SMSR || ,5
SBI,62.207,"HLY-02-03 Bio-Optics Station Information [Hill, V.]",SBI || USCGC || HLY-02-03 || CTD || SPMR/SMSR || ,5
SBI,62.116,"Nathaniel B. Palmer Cruise NBP0304A Underway Data [Swift, J.]",NBP || SBI || NBP0304A || DVD-ROM || IOS9660 || ,5
SBI,62.044,Seabeam Bathymetry Imagery by Station - HLY-02-01 [USCG],HLY-02-01 || ,1
SBI,62.045,Seabeam Bathymetry Imagery by Station - HLY-02-03 [USCG],HLY-02-03 || ,1
SBI,62.307,"HLY-04-02 Ice Algal and Phytoplankton Photophysiological Measurements [Gradinger, R.]",SBI || USCGC || ,2
SBI,62.306,"HLY-02-01 Ice Algal and Phytoplankton Photophysiological Measurements [Gradinger, R.]",SBI || USCGC || ,2
SBI,62.305,"Physical/chemical/biological sea ice characteristics [Gradinger, R.]",SBI || ,1
SBI,62.304,"Primary Production Estimate of Sea Ice Algae [Gradinger, R.]",SBI || USCGC || ,2
SBI,62.3030,"Sea Ice Permeability (csv) [Eicken, H.]",SBI || USCGC || ,2
SBI,62.303,"Sea Ice Permeability (xls) [Eicken, H.]",SBI || USCGC || ,2
SBI,62.309,"SBI HLY-04-02 Zooplankton [Smith, S.](Excel format)",USCGC || HLY0402 || ,2
SBI,62.311,"2003 Helo Survey Nutrients and Oxygen Isotope Samples [Christensen, J. and H. Melling]",SBI || CTD || SBE-19 || SBE-25 || ISUS || WOCE || ,6
SBI,62.312,"2003 Helo Survey ISUS Nitrate Concentrations, Temperature, Salinity, and Density [Christensen, J. and H. Melling]",SBI || CTD || SBE-25 || ISUS || ISUS-sensed || ,5
SBI,62.310,"SBI HLY-04-03 Zooplankton [Smith, S.] (Excel format)",USCGC || HLY0403 || ,2
SBI,62.313,"2004 Winter Survey Profiles of Temperature, Salinity, Density and Nutrients [Christensen, J.]",SBI || SBE-19 || CTD || ,3
SBI,62.2250,"Moored ADCP Observations 2002-2003 from the Beaufort Shelf Edge Mooring Array [Pickart, R., P. S. Fratantoni, D. J. Torres]",ADCP || SBI || ,2
SBI,62.224,"Moored Profiler Observations 2002-2003 from the Beaufort Shelf Edge Mooring Array [Pickart, R., P. S. Fratantoni, D. J. Torres]",SBI || ,1
SBI,62.225,"Moored Profiler Observations 2003-2004 from the Beaufort Shelf Edge Mooring Array [Pickart, R., P. S. Fratantoni, D. J. Torres]",SBI || ,1
SBI,62.314,"Moored ADCP Observations 2003-2004 from the Beaufort Shelf Edge Mooring Array [Pickart, R., P. S. Fratantoni, D. J. Torres] (Matlab format)",ADCP || SBI || ,2
SBI,62.182,HLY-04-04 Service Group CTD Data (WHP Format) [Service Group],CTD || WHP || USCGC || HLY-04-04 || ,4
SBI,62.159,HLY-04-02 NCAR EOL Service Group Cruise CD [NCAR EOL Service Group],CD || ROM || SBI || USCGC || NCAR || EOL || HLY-04-02 || CTD || ,8
SBI,62.165,HLY-04-03 NCAR EOl Service Group Cruise CD [NCAR EOL Service Group],CD || ROM || SBI || USCGC || NCAR || EOL || HLY-04-03 || CTD || ,8
SBI,62.315,GenBank accession numbers for genetic data on D1D2 gene of copepods,SBI || ,1
SBI,62.316,UAF Barrow Canyon and Central Channel Moorings,ADCP || ,1
SBI,62.246,"HLY-04-02 Dissolved Inorganic Carbon (DIC) Data [Bates, N. R.]",DIC || SBI || USCGC || ASCII || ,4
SBI,62.247,"HLY-04-03 Dissolved Inorganic Carbon (DIC) Data [Bates, N. R.]",DIC || SBI || USCGC || ASCII || ,4
SBI,62.2460,"HLY-04-02 Dissolved Inorganic Carbon (DIC) Data (Excel) [Bates, N. R.]",DIC || SBI || USCGC || ,3
SBI,62.2470,"HLY-04-03 Dissolved Inorganic Carbon (DIC) Data (Excel) [Bates, N. R.]",SBI || USCGC || ,2
SBI,106.331,Effect of a warming climate on Arctic shelf and basin Calanus populations: implications for Pan-Arctic ecosystem dynamics,,0
SBI,106.406,SBI Cruise HLY0201 merged bottle dataset,SBI || USCGC || HLY0201 || ,3
SBI,106.409,SBI Cruise HLY0403 merged bottle dataset,SBI || USCGC || HLY0403 || ,3
SBI,106.408,SBI Cruise HLY0402 merged bottle dataset,SBI || USCGC || HLY0402 || ,3
SBI,106.410,SBI Cruise NBP03-04a merged bottle dataset,SBI || USCGC || NBP03-04a || ,3
SBI,106.407,SBI Cruise HLY0203 merged bottle dataset,SBI || USCGC || HLY0203 || ,3
SHEBA,13.113,"Surface, Operational GTS surface obs from the ship.(DECODED)(ASCII)",SHEBA || GTS || ,2
SHEBA,13.830,Radarsat Quick Look Imagery,SHEBA || ,1
SHEBA,13.110,Ice Camp Wx Ob/Position/Heading (0300 UTC daily). (ASCII) [Moritz/ARM],GPS || PRELIMINARY || ASCII || SPO || ARM || UTC || ,6
SHEBA,13.101,"Tower, 20m flux multi-level msmts (PRELIMINARY) [Andreas, E., C. Fairall, P. Guest, O. Persson]",SHEBA || ,1
SHEBA,13.107,"Tower, PRELIMINARY 10m SPO surface met data. (ASCII) [Moritz, R.]",SHEBA || PRELIMINARY || ,2
SHEBA,13.108,"Tower, PRELIMINARY 10m SPO surface met data plots(station1). (GIF) [Moritz, R.]",GIF || SHEBA || PRELIMINARY || ASCII || ,4
SHEBA,13.109,"Tower, PRELIMINARY 10m SPO surface met data plots(station2). (GIF) [Moritz, R.]",GIF || SHEBA || PRELIMINARY || ,3
SHEBA,13.112,"Ice Camp Surface Ship Weather Reports (ASCII) [Moritz, R.]",SHEBA || ,1
SHEBA,13.114,"Tower, 5-level hourly measurements plus radiometer and surface data at Met City (ASFG) [Andreas, E., C. Fairall, P. Guest, O. Persson]",SHEBA || GE || RH || ,3
SHEBA,13.115,"Tower, Interpolated hourly measurements to 2.5 and 10m at Met City (ASFG) [Andreas, E., C. Fairall, P. Guest, O. Persson]",SHEBA || ,1
SHEBA,13.102,"Ice Camp Surface Mesonet NCAR PAM-III, Atlanta site (PRELIMINARY) (GIF) [Andreas, E., et al.]",NCAR || PAM-III || SHEBA || RH || ,4
SHEBA,13.103,"Ice Camp Surface Mesonet NCAR PAM-III, Baltimore site (PRELIMINARY)(GIF) [Andreas, E., et al.]",NCAR || PAM-III || SHEBA || RH || ,4
SHEBA,13.104,"Ice Camp Surface Mesonet NCAR PAM-III, Cleveland site (PRELIMINARY)(GIF) [Andreas, E., et al.]",NCAR || PAM-III || SHEBA || RH || ,4
SHEBA,13.105,"Ice Camp Surface Mesonet NCAR PAM-III, Florida site (PRELIMINARY)(GIF) [Andreas, E., et al.]",NCAR || PAM-III || SHEBA || RH || ,4
SHEBA,13.106,"Ice Camp Surface Mesonet NCAR PAM-III, site position/drift.(GIF) [Andreas, E., et al.]",NCAR || PAM-III || SHEBA || GPS || ,4
SHEBA,13.118,"ETL Radar-Lidar 10-min Cloud Physical Properties [Shupe, M., J. Intrieri, T. Uttal]",SHEBA || ,1
SHEBA,13.120,"ETL Radar-based Cloud Microphysics Retrievals [Shupe, M., and T. Uttal]",SHEBA || NCAR-EOL || ,2
SHEBA,13.121,"ASFG PAM Surface Temperatures [Andreas, E., C. Fairall, P. Guest, O. Persson]",SHEBA || ASFG || PAM || ,3
SHEBA,13.122,"Model Ice Deformation and Ice Thickness Distribution [Lindsay, R.]",SHEBA || ,1
SHEBA,13.125,"Depolarization and Backscatter Unattended Lidar dataset (10 Second Averages) [Intrieri, J. and B. McCarty]",DABUL || ,1
SHEBA,13.126,"SHEBA/JOIS Bottle Cast Oxygen Data [Sherr, E. and B. Sherr]",DO || SHEBA || ,2
SHEBA,13.201,"Soundings, PRELIM Ice Camp NCAR/GLAS SkewT Plots. (jpg) [Moritz, R.]",GPS || NCAR/SSSF || PRELIMINARY || JPEG || UTC || ASCII || ,6
SHEBA,13.202,"Soundings, PRELIM Ice Camp NCAR/GLAS raobs. (ASCII) [Moritz, R.]",GPS || NCAR/SSSF || PRELIMINARY || ASCII || UTC || JPEG || ,6
SHEBA,13.203,"Soundings, PRELIM Ice Camp UAF tethered balloon. (GIF)(UAF) [Storvold, R.]",PRELIMINARY || GIF || RH || ,3
SHEBA,13.204,"Soundings, Ice Camp UAF tethered balloon Data (ASCII)(UAF) [Storvold, R.]",PRELIMINARY || GIF || ,2
SHEBA,13.205,"Soundings, Ice Camp UAF radiometric tethered balloon data (ASCII)(UAF) [Storvold, R.]",,0
SHEBA,13.301,"NOAA ETL LIDAR DABUL System FINAL 10-min Avg Depol Ratio (GIF) [Intrieri, J.]",<p>NOAA || ETL || LIDAR || DABUL || SHEBA || FINAL || ,6
SHEBA,13.302,"NOAA ETL LIDAR DABUL System FINAL 10-min Avg Far-parallel Channel Intensity (GIF) [Intrieri, J.]",<p>NOAA || ETL || LIDAR || DABUL || SHEBA || FINAL || GIF || ,7
SHEBA,13.303,"NOAA ETL LIDAR DABUL System Preliminary Unaveraged Cloud Parameters (GIF) [Intrieri, J.]",<p>NOAA || ETL || LIDAR || DABUL || SHEBA || PRELIMINARY || GIF || ASCII || ,8
SHEBA,13.304,"NOAA ETL LIDAR DABUL System Preliminary Unaveraged Cloud Parameters (ASCII) [Intrieri, J.]",<p>NOAA || ETL || LIDAR || DABUL || SHEBA || ASCII || PRELIMINARY || GIF || ,8
SHEBA,13.305,"NOAA ETL LIDAR DABUL System Preliminary Depolar Ratio 1-21 Nov.(ASCII) [Intrieri, J.]",<p>NOAA || ETL || LIDAR || DABUL || SHEBA || ASCII || PRELIMINARY || GIF || ,8
SHEBA,13.306,"NOAA ETL LIDAR DABUL System PRELIM Far-Parallel Channel Intensity (ASCII) [Intrieri, J.]",<p>NOAA || ETL || LIDAR || DABUL || SHEBA || ASCII || PRELIMINARY || GIF || ,8
SHEBA,13.307,"NOAA ETL LIDAR DABUL System 5-min Preliminary Cloud Base, Tops, Height (ASCII) [Intrieri, J.]",<p>NOAA || ETL || DABUL || LIDAR || SHEBA || ASCII || PRELIMINARY || GIF || ,8
SHEBA,13.308,"NOAA ETL LIDAR DABUL System 5-min Preliminary Cloud Base, Tops, Height (GIF) [Intrieri, J.]",<p>NOAA || ETL || DABUL || LIDAR || SHEBA || GIF || PRELIMINARY || ASCII || ,8
SHEBA,13.309,"NOAA ETL LIDAR DABUL System Quick-look PRELIMINARY Ice Camp Images (GIF) [Intrieri, J.]",<p>NOAA || ETL || DABUL || LIDAR || SHEBA || GIF || PRELIMINARY || ASCII || ,8
SHEBA,13.310,"Radar, ETL vertically pointing; Final 12-hr Radar Reflectivity Images (GIF) [Uttal, T.]",<p>NOAA || ETL || SHEBA || GIF || FINAL || netCDF || ,6
SHEBA,13.311,"Radar, ETL vertically pointing; Final 12-hr Radar Velocity Images (GIF) [Uttal, T.]",<p>NOAA || ETL || SHEBA || GIF || FINAL || netCDF || ,6
SHEBA,13.312,"Radar, ETL vertically pointing; Final 12-hr Merged Radar Data (netCDF) [Uttal, T.]",NOAA || ETL || SHEBA || netCDF || ,4
SHEBA,13.313,"Radar, ETL vertically pointing; Final Cloud Boundaries (netCDF) [Uttal, T.]",NOAA || ETL || SHEBA || netCDF || ,4
SHEBA,13.314,"Radar, ETL vertically pointing; Final Cloud Boundaries (ASCII) [Uttal, T.]",NOAA || ETL || SHEBA || ASCII || ,4
SHEBA,13.315,"NOAA ETL LIDAR DABUL System 10-min Average Cloud Base, Top Heights, Depol ratio (ASCII) [Uttal, T.]",<p>NOAA || ETL || DABUL || LIDAR || SHEBA || ASCII || ,6
SHEBA,13.316,"Ice Camp Scintillometer Data [Andreas, E., C. Fairall, P. Guest, O. Persson]",,0
SHEBA,13.401,"Satellite NOAA polar orbiter IR Composite Image.(GIF) [Univ. Of Alaska, Geophysical Institute]",IR || NOAA || AVHRR || ,3
SHEBA,13.402,"Satellite NOAA-12, band 3 imagery (GIF) [Univ. Of Alaska, Geophysical Institute]",NOAA-12 || UTC || GIF || ,3
SHEBA,13.403,"Satellite NOAA-12, band 4 imagery(GIF) [Univ. Of Alaska, Geophysical Institute]",NOAA-12 || UTC || GIF || ,3
SHEBA,13.404,"Satellite NOAA-14 11micron channel images (GIF) [Univ. of Wisconsin, SSEC]",NOAA-14 || GIF || SSEC || UTC || ,4
SHEBA,13.405,"Satellite NOAA-14 3.7micron channel images (GIF) [Univ. of Wisconsin, SSEC]",NOAA-14 || GIF || SSEC || UTC || ,4
SHEBA,13.406,"Satellite NOAA-14 1km hi res IR images (GIF) [Univ. of Wisconsin, SSEC]",NOAA-14 || IR || GIF || SSEC || UTC || ,5
SHEBA,13.407,"Satellite NOAA-12/14, 1km Ice Camp HRPT overpass catalog.(ASCII) [Univ. of Wisconsin, SSEC]",NOAA-12/14 || SHEBA || ASCII || TDF || ,4
SHEBA,13.408,"Satellite NOAA-14 VIS images (GIF) [Univ. of Wisconsin, SSEC]",NOAA-14 || VIS || GIF || SSEC || UTC || ,5
SHEBA,13.409,"Satellite NOAA-12 11micron channel images (GIF) [Univ. of Wisconsin, SSEC]",NOAA-12 || GIF || SSEC || UTC || ,4
SHEBA,13.410,"Satellite NOAA-12/14 1km hi res VIS images (GIF) [Univ. of Wisconsin, SSEC]",NOAA-12/14 || VIS || GIF || SSEC || ,4
SHEBA,13.411,"Satellite NOAA 12/14, NSA AVHRR Data (Link to ARM) [ARM]",AVHRR || NOAA || NSA || /SHEBA || ARM || ,5
SHEBA,13.412,Satellite RGPS Ice Motion Products (Link to NASA-JPL) [NASA/JPL],SHEBA || RADARSAT || ,2
SHEBA,13.413,Satellite NOAA/NASA Polar Pathfinder SHEBA grids (Link to NSIDC) [NSIDC],AVHRR || APP || NSIDC || ,3
SHEBA,13.415,"Satellite SAR floe size (ASCII) [Holt, B.]",SAR || ,1
SHEBA,13.416,"Satellite SAR floe size (GIF) [Holt, B.]",SAR || ,1
SHEBA,13.417,"Satellite RADARSAT SAR Imagery [Stern, H.]",RADARSAT || SHEBA || ,2
SHEBA,13.418,"Satellite RADARSAT SAR Sea Ice Motion [Stern, H.]",RADARSAT || SHEBA || ,2
SHEBA,13.419,"Satellite RADARSAT SAR Sea Ice Deformation [Stern, H.]",RADARSAT || SHEBA || ,2
SHEBA,13.460,"Arctic Nutrient Database 1997-1998 [Cota, G., T. Siferd, and L. Pomeroy]",SHEBA || PO4 || NO2 || NO3 || NH4 || ,5
SHEBA,13.501,Sea Ice Analysis Beaufort Sea (GIF) [National Ice Center],UTC || ,1
SHEBA,13.502,Sea Ice Analysis Chukchi Sea (GIF) [National Ice Center],UTC || ,1
SHEBA,13.503,"Ice Camp Position/Velocity(FINAL) (ASCII) [Moritz, R.]",SHEBA || GPS || SPO || ,3
SHEBA,13.504,"Ice Camp (PRELIMINARY) position/heading (hourly). (ASCII) [McPhee, M.]",GPS || ,1
SHEBA,13.505,Ice Camp (PRELIMINARY) drift. (GIF) [ARM],GPS || ARM || PRELIMINARY || ,3
SHEBA,13.506,Ice Camp (PRELIMINARY) AERI data. (GIF) [ARM],PRELIMINARY || ARM || AERI || GIF || ,4
SHEBA,13.507,Ice Camp (PRELIMINARY) AERI channel-1 data. (GIF) [ARM],PRELIMINARY || ARM || AERI || GIF || ,4
SHEBA,13.508,Ice Camp (PRELIMINARY) AERI channel-2 data. (GIF) [ARM],PRELIMINARY || ARM || AERI || GIF || ,4
SHEBA,13.509,"Ice Camp (PRELIMINARY) CTD cast data. (ASCII) (PSC) [McPhee, M.]",PRELIMINARY || CTD || ASCII || ,3
SHEBA,13.510,"Ice Camp (PRELIMINARY) CTD Yoyo Cast Data. (GIF) (PSC) [McPhee, M.]",PRELIMINARY || CTD || ASCII || ,3
SHEBA,13.511,Ice Camp (PRELIMINARY) Snow Depth (ASCII) (CRREL) [Perovich],PRELIMINARY || CRREL || ASCII || ,3
SHEBA,13.512,Ice Camp (PRELIMINARY) Ice Thickness (ASCII) (CRREL) [Perovich],PRELIMINARY || CRREL || ASCII || ,3
SHEBA,13.513,Ice Camp (PRELIMINARY) Ice Core Temperatures for Baltimore site (ASCII) (CRREL) [Perovich],PRELIMINARY || CRREL || ASCII || ,3
SHEBA,13.514,Ice Camp (PRELIMINARY) Ice Core Temperatures for Seattle site. (ASCII) (CRREL) [Perovich],PRELIMINARY || CRREL || ASCII || ,3
SHEBA,13.515,"Ice Camp (PRELIMINARY) ice core temperature msmts, Pittsburgh site. (ASCII) (CRREL) [Perovich]",PRELIMINARY || CRREL || ASCII || ,3
SHEBA,13.516,"Ice Camp PRELIMINARY SeaCat CTD Cast Imagery (GIF) (PSC) [McPhee, M.]",PRELIMINARY || CTD || GIF || ,3
SHEBA,13.517,"Buoy, IOEB Air, Ice and Biogeochemical Data [Krishfield, R.]",SHEBA || JAMSTEC || IOEB || ,3
SHEBA,13.518,"Ice Camp Summer Leads Data(Final)(ASCII) [Paulson, C.]",SBE-19 || CTD || SHEBA || 12XL || GPS || WNW || NOTE: || UTC || ,8
SHEBA,13.519,"Ice Camp Summer Leads Albedo Data(PRELIMINARY)(ASCII) [Paulson, C.]",SHEBA || WNW || ,2
SHEBA,13.520,"Buoy, IOEB Doppler Current Profiler (ADCP) Data [Krishfield, R.]",RD || ADCP || IOEB || SHEBA || ,4
SHEBA,13.521,"Ice Camp Summer Leads Inherent Optical Properties (ASCII) [Pegau, W. S.]",WNW || SHEBA || SBE-25 || CTD || AC-9 || ,5
SHEBA,13.522,"Ice Camp Summer Leads Profile SBE-19 (ASCII) [Pegau, W. S.]",WNW || SHEBA || 12XL || GPS || SBE-19 || CTD || ,6
SHEBA,13.523,"Ice Camp Summer Leads Profile SBE-25 (ASCII) [Pegau, W. S.]",WNW || SHEBA || 12XL || GPS || SBE-25 || CTD || ,6
SHEBA,13.524,"Ice Camp Ocean Seacat CTD Data-Deep (Preliminary) [Anderson, R. and J. Morison]",SHEBA || ASCII || DATCNV || SEASOFT || pre-SHEBA || HDR || ,6
SHEBA,13.525,"Ice Camp Thermal Microstructure and CTD Profiles [Stanton, T.]",911+CTD || ,1
SHEBA,13.526,"Ice Camp Sea Ice Biology (ASCII) [Melnikov, I.]",SHEBA || ,1
SHEBA,13.527,"Ice Camp CTD Time Series (ASCII) [Stanton, T.]",CTD || SHEBA || co-PI's || ASCII || ,4
SHEBA,13.528,"Ice Camp CTD Time Series (Matlab) [Stanton, T.]",CTD || SHEBA || co-PI's || ,3
SHEBA,13.529,"Model - Lower Column Forcing Data (MatLab) [McPhee, M.]",SHEBA || ADP || ,2
SHEBA,13.605,Aircraft UW Convair 580 Data Summaries and documentation (Link to UW/CARG) [UW/CARG],UW || FIRE-ACE/SHEBA || UTC || ,3
SHEBA,13.610,Aircraft Twin Otter Surface-Properties Surveys [SHEBA Project Office],SHEBA || ,1
SHEBA,13.611,Aircraft Twin Otter Surface-Properties Surveys (Video Tape) [SHEBA Project Office],SHEBA || ,1
SHEBA,13.708,"Satellite NOAA 12 IR, sfc temps,winds, 500mb heights (GIF) [Wiley, D.]",NOAA || IR || UTC || SHEBA || SSEC || ,5
SHEBA,13.713,"Model Monthly Net Freezing Rate [Steele, M.]",NCEP/NCAR || ,1
SHEBA,13.720,"Buoy, ARGOS Position Data (ASCII) [Overland, J. E.]",ARGOS || SHEBA || ,2
SHEBA,13.721,"Model ECMWF Column Output (ASCII) [Bretherton, C.]",ECMWF || SHEBA || ,2
SHEBA,13.722,"Ice Camp Surface Mesonet NCAR PAM-III, Atlanta site (PRELIMINARY)(ASCII) [Andreas, E., et al.]",NCAR || PAM-III || SHEBA || RH || ,4
SHEBA,13.723,"Ice Camp Surface Mesonet NCAR PAM-III, Baltimore site (PRELIMINARY)(ASCII) [Andreas, E., et al.]",NCAR || PAM-III || SHEBA || RH || ASCII || ,5
SHEBA,13.724,"Ice Camp Surface Mesonet NCAR PAM-III, Cleveland site (PRELIMINARY)(ASCII) [Andreas, E., et al.]",NCAR || PAM-III || SHEBA || RH || ASCII || ,5
SHEBA,13.725,"Ice Camp Surface Mesonet NCAR PAM-III, Florida site (PRELIMINARY)(ASCII) [Andreas, E., et al.]",NCAR || PAM-III || SHEBA || RH || ASCII || ,5
SHEBA,13.734,"Ice Camp Surface Mesonet NCAR PAM-III, Seattle site (PRELIMINARY)(GIF) [Andreas, E., et al.]",<p>NCAR || PAM-III || SHEBA || RH || ,4
SHEBA,13.736,"Ice Camp Surface Mesonet NCAR PAM-III, Maui site (PRELIMINARY)(GIF) [Andreas, E., et al.]",<p>NCAR || PAM-III || SHEBA || RH || ,4
SHEBA,13.737,"Ice Camp Surface Mesonet NCAR PAM-III, Maui site (PRELIMINARY)(ASCII) [Andreas, E., et al.]",<p>NCAR || PAM-III || SHEBA || RH || ASCII || PRELIMINARY || ,6
